seq_length,hidden_size,num_layers,dropout,lr,batch_size,mean_val_loss,std_val_loss,val_loss_seed_0,val_loss_seed_1,val_loss_seed_2,val_loss_seed_3,val_loss_seed_4,val_loss_seed_5,val_loss_seed_6,val_loss_seed_7,val_loss_seed_8,val_loss_seed_9
8,32,2,0.4,0.001,32,0.5802806567714675,0.032314843138750854,0.605620571395807,0.5457995438594262,0.5481748280818002,0.6354892024846628,0.5421392184562371,0.5377981550163693,0.587788850809747,0.6057846155170111,0.5973677510428325,0.5968438310507815
8,32,2,0.4,0.0005,32,0.5801395702097913,0.034197162906262485,0.621590419244348,0.5472728450668224,0.5524417502315421,0.634727452999275,0.523245605484893,0.55199010826168,0.6009943989786314,0.5857426733911386,0.60559411742316,0.577796331016423
8,32,3,0.1,0.001,32,0.5854198597121046,0.03088691138814496,0.6322426385698263,0.5442769960282446,0.5794192611561184,0.633795684514491,0.5541894369426439,0.5421236461540412,0.5882013204752614,0.5811797477871354,0.59683400419764,0.6019358612956447
8,32,3,0.1,0.0005,32,0.5791587788342601,0.02916464365791377,0.5955684058934625,0.5605822499068073,0.553436871787958,0.6174513286949076,0.5271705318171509,0.5414479827148873,0.6017549428914548,0.5987036053853774,0.6030167939936557,0.5924550752569404
8,32,3,0.2,0.001,32,0.5837830606770936,0.029304220070990327,0.5750997978867146,0.5749758159992291,0.5532526805909753,0.6327400925492987,0.5414696817245465,0.5475866865693477,0.5971180035531173,0.62241924960188,0.5983998850597972,0.5947687132360294
8,32,3,0.2,0.0005,32,0.583013634851137,0.028333972985562443,0.5985515131413588,0.5520696789080723,0.5653922197937268,0.6397609860135232,0.5522978606465005,0.5488278303578583,0.585408261399825,0.5837949578568601,0.6171446071382154,0.5868884332554295
8,32,3,0.3,0.001,32,0.5884369233538184,0.030007659152162768,0.6185463051698361,0.5973577227890056,0.5696437330273857,0.6290355338796711,0.5317041386648664,0.5416417943716746,0.6085279191315871,0.5956004353773873,0.6003085047725523,0.592003146354218
8,32,3,0.3,0.0005,32,0.5784589448725882,0.028985430875059955,0.6254678127187038,0.5456512489219942,0.544248700159335,0.6146044471666042,0.5560942602283948,0.5536712329812914,0.6011640971689893,0.5583220003292575,0.602639418315382,0.5827262307359287
8,32,3,0.4,0.001,32,0.5858557456579162,0.031437322997227776,0.6029782529288565,0.5568376132837164,0.5671793713294274,0.6193359773224819,0.5430146668976369,0.5416577216651705,0.6335312638714997,0.5778131566070325,0.5991160396290452,0.6170933930442957
8,32,3,0.4,0.0005,32,0.5881352584024794,0.029543904258487453,0.5946297936272202,0.5608153427771309,0.5940655009614096,0.6299392726141633,0.5412615108374528,0.5545005692201749,0.614208644040321,0.5753552703219548,0.6325085709013089,0.5840681087236568
8,32,4,0.1,0.001,32,0.5852521158095002,0.03436792301483438,0.6080451474029418,0.5616292508329913,0.5529492111582505,0.6163362247292061,0.5329750884740957,0.5440659950089733,0.5828485304108488,0.595348637537998,0.6420321285376075,0.6162909440020894
8,32,4,0.1,0.0005,32,0.5810355464797141,0.025893810972578857,0.5913859979973899,0.5510996745681467,0.5625750970770741,0.6291984945993152,0.548779491566078,0.5489176403012193,0.5877977819797414,0.5899682382742564,0.6073912127912916,0.5932418356426278
8,32,4,0.2,0.001,32,0.5896406571808603,0.03326953422871566,0.6341409022173686,0.5619364575967628,0.5587489630918057,0.6253437763178035,0.5436224838759619,0.5425572226270597,0.6207028436763158,0.5999374862869232,0.6154865790289222,0.5939298570896798
8,32,4,0.2,0.0005,32,0.5861413895335505,0.026339735751149805,0.6052413336017676,0.5593093216266722,0.5642860407717744,0.624196051787694,0.5616663062857867,0.5431912869912142,0.6055738811582675,0.5812800420568003,0.6153041670371218,0.6013654640184073
8,32,4,0.3,0.001,32,0.5943833993440657,0.03430835851781061,0.6442394098343208,0.5695289964651504,0.5476985582657028,0.6197001762546556,0.5603411840874026,0.5422375731126606,0.6139227032160376,0.6021469338159812,0.6215799788764694,0.6224384795122764
8,32,4,0.3,0.0005,32,0.5801621479832988,0.025681795256475,0.5894815676916413,0.5494866763159895,0.5497522849785654,0.6200208301084084,0.5555792154090707,0.5518670544943266,0.6033359025436187,0.5803577991866926,0.6121529178693891,0.5895872312352846
8,32,4,0.4,0.001,32,0.5863700981830842,0.029016655745325425,0.5786577242682551,0.5757584073651604,0.5885802247370893,0.6161238426135646,0.5316075980548927,0.5456930479633878,0.6205431788429966,0.5900821884778159,0.5916236922297388,0.6250310772779393
8,32,4,0.4,0.0005,32,0.5807251831564552,0.025995924978686746,0.5927016084828572,0.5577524539333774,0.5632341426541234,0.6257346006861905,0.5598773673732291,0.5482606379609359,0.5874578110699417,0.571804622460527,0.6264991018027939,0.5739294851405753
8,32,5,0.1,0.001,32,0.5919235496343881,0.030000562374866643,0.6258649977762797,0.5824184727577264,0.5647957396960398,0.6446992837546165,0.5497008950367831,0.5518593265124929,0.5943803111624997,0.5862738887643256,0.6192260787152407,0.600016502167877
8,32,5,0.1,0.0005,32,0.5802733420611126,0.03128692967881458,0.6122529710593977,0.5558380485637582,0.5551275882456038,0.6157849282157003,0.5311740159465556,0.5360467672522305,0.5940910691438973,0.5944746512549314,0.6179894259994665,0.5899539549295839
8,32,5,0.2,0.001,32,0.5909119999281278,0.03489704282003203,0.5943737673306325,0.6052641799379336,0.5586750521733049,0.6349776902263276,0.5285683161796926,0.5449955692765308,0.6272444611703922,0.5897049377536216,0.6315884752024771,0.5937275500303646
8,32,5,0.2,0.0005,32,0.5805512735896815,0.03383804235813554,0.5947403583523125,0.5448882394464828,0.5700458239567907,0.6364992181961125,0.5257925266465335,0.5454464416754873,0.604367915865535,0.5701096349553755,0.6218130447144745,0.5918095320877101
8,32,5,0.3,0.001,32,0.5865156792002669,0.029396199818582217,0.6022622461381711,0.5490128699537606,0.566367306695347,0.6407182351223122,0.5550422046265472,0.5514501748029251,0.5842562612298636,0.6138088668778278,0.6122177830565045,0.590020843499411
8,32,5,0.3,0.0005,32,0.5833610131937943,0.02827144299224686,0.5939595650859744,0.5509523881207171,0.5610874859038849,0.6305315369467812,0.5504435525858524,0.5591241486239852,0.5804264576550116,0.6269762539985584,0.6048435655950802,0.5752651774220996
8,32,5,0.4,0.001,32,0.5839278886059016,0.03180173881670886,0.5892369354285343,0.552713296798804,0.5516133772350891,0.6359898371959639,0.5358581534725728,0.5590356506799397,0.5939512595196652,0.5854929586425859,0.6130680455526675,0.6223193715331934
8,32,5,0.4,0.0005,32,0.5855617285652184,0.021871513404002885,0.5981464681046748,0.5721931392719087,0.5624112739374764,0.6212779857632187,0.5502812584399175,0.5713418622288787,0.594007773544879,0.5717813196543016,0.6071893588645242,0.6069868458424047
